No.,Channel Type,Channel Alias,Rx Frequency,Tx Frequency,Tx Power,TOT,VOX,VOX Level,Scan Add/Step,Channel Work Alone,Default to Talkaround,Band Width,Dec QT/DQT,Enc QT/DQT,Tx Authority,Relay,Work Mode,Slot,ID Setting,Color Code,Encryption,Encryption Type,Encryption Key,Promiscuous,Tx Authority,Kill Code,WakeUp Code,Contacts,Rx Group Lists,Group Lists 1,Group Lists 2,Group Lists 3,Group Lists 4,Group Lists 5,Group Lists 6,Group Lists 7,Group Lists 8,Group Lists 9,Group Lists 10,Group Lists 11,Group Lists 12,Group Lists 13,Group Lists 14,Group Lists 15,Group Lists 16,Group Lists 17,Group Lists 18,Group Lists 19,Group Lists 20,Group Lists 21,Group Lists 22,Group Lists 23,Group Lists 24,Group Lists 25,Group Lists 26,Group Lists 27,Group Lists 28,Group Lists 29,Group Lists 30,Group Lists 31,Group Lists 32,Group Lists 33,GPS,Send GPS Info,Receive GPS Info,GPS Timing Report,GPS Timing Report TX Contacts
213,Digital CH,24.SETXEmComm,441.875,446.875,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: SETexasEmComm,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
214,Digital CH,S-Simplex 1U,441,441,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DMR Simplex,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
215,Digital CH,S-Simplex 2U,446.5,446.5,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DMR Simplex,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
216,Digital CH,S-Simplex 3U,446.075,446.075,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DMR Simplex,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
217,Digital CH,S-Simplex 4U,433.45,433.45,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DMR Simplex,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
218,Digital CH,S-Simplex 1V,145.79,145.79,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DMR Simplex,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
219,Digital CH,S-Simplex 2V,145.51,145.51,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DMR Simplex,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
220,Analog CH,R-HUR71000,147.1,147.7,Mid,300S,No,1,Yes,No,No,25K,110.9,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
221,Analog CH,S-VHF65200,146.52,146.52,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
222,Analog CH,S-UHF60000,446,446,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
223,Analog CH,R-ARL71400,147.14,147.74,Mid,300S,No,1,Yes,No,No,25K,110.9,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
224,Analog CH,R-BED28250,442.825,447.825,Mid,300S,No,1,Yes,No,No,25K,110.9,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
225,Analog CH,R-COL19000,441.9,447.9,Mid,300S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
226,Analog CH,R-DAL67000,146.7,146.1,Mid,300S,No,1,Yes,No,No,25K,110.9,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
227,Analog CH,R-DAL68800,146.88,146.28,Mid,300S,No,1,Yes,No,No,25K,110.9,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
228,Analog CH,R-EUL29000,442.9,447.9,Mid,300S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
229,Analog CH,R-FTW69400,146.94,146.34,Mid,300S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
230,Analog CH,R-HAL53300,145.33,144.73,Mid,300S,No,1,Yes,No,No,25K,110.9,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
231,Analog CH,S-HUR64000,146.4,146.4,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
232,Analog CH,R-HUR28500,442.85,447.85,Mid,300S,No,1,Yes,No,No,25K,110.9,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
233,Analog CH,R-KEL72000,147.2,147.8,Mid,300S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
234,Analog CH,R-NET54000,145.4,144.8,Mid,300S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
235,Analog CH,R-NRH53700,145.37,144.77,Mid,300S,No,1,Yes,No,No,25K,None,110.9,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,OFF,TX Contact
236,Digital CH,25.BM 3148,443.125,448.125,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Texas,Statewide2,Priority Contacts: Mississippi,Priority Contacts: Missouri,Priority Contacts: Montana,Priority Contacts: Nebraska,Priority Contacts: Nevada,Priority Contacts: New Hampshire,Priority Contacts: New Jersey,Priority Contacts: New Mexico,Priority Contacts: New York,Priority Contacts: North Carolina,Priority Contacts: North Dakota,Priority Contacts: Ohio,Priority Contacts: Oklahoma,Priority Contacts: Oregon,Priority Contacts: Pennsylvania,Priority Contacts: Rhode Island,Priority Contacts: South Carolina,Priority Contacts: South Dakota,Priority Contacts: Tennessee,Priority Contacts: Texas,Priority Contacts: Utah,Priority Contacts: Vermont,Priority Contacts: Virginia,Priority Contacts: Washington,Priority Contacts: West Virginia,Priority Contacts: Wisconsin,Priority Contacts: Wyoming,Priority Contacts: Texas Nexus,Priority Contacts: BM 3148,,,,,No,No,No,OFF,TX Contact
237,Digital CH,25.Local,443.125,448.125,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Local,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
238,Digital CH,25.Arkansas,443.125,448.125,Mid,300S,No,2,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Arkansas,Statewide1,Priority Contacts: Alabama,Priority Contacts: Alaska,Priority Contacts: Arizona,Priority Contacts: Arkansas,Priority Contacts: California,Priority Contacts: Colorado,Priority Contacts: Connecticut,Priority Contacts: Deleware,Priority Contacts: D.C.,Priority Contacts: Florida,Priority Contacts: Georgia,Priority Contacts: Hawaii,Priority Contacts: Idaho,Priority Contacts: Illinois,Priority Contacts: Indiana,Priority Contacts: Iowa,Priority Contacts: Kansas,Priority Contacts: Kentucky,Priority Contacts: Louisiana,Priority Contacts: Maine,Priority Contacts: Maryland,Priority Contacts: Massachusetts,Priority Contacts: Michigan,Priority Contacts: Minnesota,,,,,,,,,,No,No,No,OFF,TX Contact
239,Digital CH,25.NSX Local,443.125,448.125,Mid,300S,No,2,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot2,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: NSX Local,Local,Priority Contacts: Local,Priority Contacts: Metro,Priority Contacts: Metro 2,Priority Contacts: DMR Simplex,Priority Contacts: Chicago 2,Priority Contacts: SETexasEmComm,Priority Contacts: Chicago 1,Priority Contacts: BronxTRBO,Priority Contacts: Brazoria,Priority Contacts: Houston Metro,Priority Contacts: BM STX,Priority Contacts: NSX Local,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
240,Digital CH,25.Call Area 5,443.125,448.125,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: BM Call Area 5,Regional,Priority Contacts: Allstar Link,Priority Contacts: MW Region,Priority Contacts: NE Region,Priority Contacts: SE Region,Priority Contacts: SE Region,Priority Contacts: SW Region,Priority Contacts: Mountain,Priority Contacts: S.Plains,Priority Contacts: Cactus,Priority Contacts: BM Call Area 5,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
241,Digital CH,25.BM USA,443.125,448.125,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: DCI Bridge,National,Priority Contacts: North America,Priority Contacts: WW English,Priority Contacts: TAC319,Priority Contacts: USA,Priority Contacts: Chicago 2,Priority Contacts: BM STX,Priority Contacts: Texas Nexus,Priority Contacts: Echo/IRLP,Priority Contacts: TRBO6 Comm1,Priority Contacts: TRBO6 Comm2,Priority Contacts: DCI Bridge,Priority Contacts: Allstar Link,Priority Contacts: BM NA,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
242,Digital CH,25.BM NA,443.125,448.125,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: BM NA,National,Priority Contacts: North America,Priority Contacts: WW English,Priority Contacts: TAC319,Priority Contacts: USA,Priority Contacts: Chicago 2,Priority Contacts: BM STX,Priority Contacts: Texas Nexus,Priority Contacts: Echo/IRLP,Priority Contacts: TRBO6 Comm1,Priority Contacts: TRBO6 Comm2,Priority Contacts: DCI Bridge,Priority Contacts: Allstar Link,Priority Contacts: BM NA,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
243,Digital CH,25.BM WW,443.125,448.125,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: BM WW,Worldwide,Priority Contacts: Worldwide,Priority Contacts: UAe 1,Priority Contacts: UAe 2,Priority Contacts: TAC310,Priority Contacts: TAC311,Priority Contacts: TAC312,Priority Contacts: TAC313,Priority Contacts: TAC314,Priority Contacts: TAC315,Priority Contacts: TAC316,Priority Contacts: TAC317,Priority Contacts: TAC318,Priority Contacts: WW English,Priority Contacts: TAC1,Priority Contacts: BM WW,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
244,Digital CH,25.Parrot,443.125,448.125,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Parrot,Custom,Priority Contacts: Parrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
245,Digital CH,25.Audio Test,443.125,448.125,Mid,300S,No,1,Yes,No,No,25K,None,None,Allow TX,No,Repeat,Slot1,KD5HIY-Mobile,2,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Audio Test,Custom,Priority Contacts: Audio Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
246,Analog CH,R-NRH17500,441.75,446.75,Mid,300S,No,1,Yes,No,No,25K,100,100,Allow TX,No,Simplex,Slot1,KD5HIY-Mobile,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: Worldwide,Custom,Priority Contacts: Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact
